subject,stage,seed,profile,budget,status,available_candidate_count,solution_id,label_vector,is_injected_seed,injected_seed_name,injected_seed_category,projected_membership,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,coupling,cohesion,imbalance,f_semantic,q_loss,gain_imbalance,gain_semantic,equals_leiden,equals_conservative,realised_modularity_loss,permitted_modularity_loss,above_leiden_modularity,exact_leiden_modularity,baseline_weighted_modularity,baseline_imbalance,baseline_semantic,target_improvement,required_modularity_loss
jpetstore,stage2,11,reverse_balance_0.10,,achieved,0,seed11_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.011343184780135299322
jpetstore,stage2,11,reverse_balance_0.20,,achieved,0,seed11_solution007,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",True,raw_leiden_perturb_0.05_0,raw_leiden_perturbation,True,0.4365279682975156117,0.72592592592592586342,2.6486486486486486847,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.27407407407407402555,5.2190476190476191576,0.11785113019775790566,,0.012536115459140399764,0.42264973081037410241,,False,False,0.012536115459140399764,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.012536115459140399764
jpetstore,stage2,11,reverse_balance_0.30,,achieved,0,seed11_solution007,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",True,raw_leiden_perturb_0.05_0,raw_leiden_perturbation,True,0.4365279682975156117,0.72592592592592586342,2.6486486486486486847,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.27407407407407402555,5.2190476190476191576,0.11785113019775790566,,0.012536115459140399764,0.42264973081037410241,,False,False,0.012536115459140399764,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.012536115459140399764
jpetstore,stage2,12,reverse_balance_0.05,,achieved,0,seed12_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.050000000000000002776,0.011343184780135299322
jpetstore,stage2,12,reverse_balance_0.10,,achieved,0,seed12_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.011343184780135299322
jpetstore,stage2,12,reverse_balance_0.20,,achieved,0,seed12_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.012163755594017399558
jpetstore,stage2,12,reverse_balance_0.30,,achieved,0,seed12_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.012163755594017399558
jpetstore,stage2,13,reverse_balance_0.05,,achieved,0,seed13_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.050000000000000002776,0.011343184780135299322
jpetstore,stage2,13,reverse_balance_0.10,,achieved,0,seed13_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.011343184780135299322
jpetstore,stage2,13,reverse_balance_0.20,,achieved,0,seed13_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.012163755594017399558
jpetstore,stage2,13,reverse_balance_0.30,,achieved,0,seed13_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.012163755594017399558
jpetstore,stage2,14,reverse_balance_0.05,,achieved,0,seed14_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.005_0,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.050000000000000002776,0.011343184780135299322
jpetstore,stage2,14,reverse_balance_0.10,,achieved,0,seed14_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.005_0,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.011343184780135299322
jpetstore,stage2,14,reverse_balance_0.20,,achieved,0,seed14_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.012163755594017399558
jpetstore,stage2,14,reverse_balance_0.30,,achieved,0,seed14_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.012163755594017399558
jpetstore,stage2,15,reverse_balance_0.05,,achieved,0,seed15_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.02_0,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.050000000000000002776,0.011343184780135299322
jpetstore,stage2,15,reverse_balance_0.10,,achieved,0,seed15_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.02_0,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.011343184780135299322
jpetstore,stage2,15,reverse_balance_0.20,,achieved,0,seed15_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.012163755594017399558
jpetstore,stage2,15,reverse_balance_0.30,,achieved,0,seed15_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.012163755594017399558
jpetstore,stage2,16,reverse_balance_0.05,,achieved,0,seed16_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.050000000000000002776,0.011343184780135299322
jpetstore,stage2,16,reverse_balance_0.10,,achieved,0,seed16_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.011343184780135299322
jpetstore,stage2,16,reverse_balance_0.20,,achieved,0,seed16_solution006,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",True,raw_leiden_perturb_0.02_0,raw_leiden_perturbation,True,0.4365279682975156117,0.72592592592592586342,2.6486486486486486847,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.27407407407407402555,5.2190476190476191576,0.11785113019775790566,,0.012536115459140399764,0.42264973081037410241,,False,False,0.012536115459140399764,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.012536115459140399764
jpetstore,stage2,16,reverse_balance_0.30,,achieved,0,seed16_solution006,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]",True,raw_leiden_perturb_0.02_0,raw_leiden_perturbation,True,0.4365279682975156117,0.72592592592592586342,2.6486486486486486847,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.27407407407407402555,5.2190476190476191576,0.11785113019775790566,,0.012536115459140399764,0.42264973081037410241,,False,False,0.012536115459140399764,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.012536115459140399764
jpetstore,stage2,17,reverse_balance_0.05,,achieved,0,seed17_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.005_4,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.050000000000000002776,0.011343184780135299322
jpetstore,stage2,17,reverse_balance_0.10,,achieved,0,seed17_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.005_4,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.011343184780135299322
jpetstore,stage2,17,reverse_balance_0.20,,achieved,0,seed17_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.012163755594017399558
jpetstore,stage2,17,reverse_balance_0.30,,achieved,0,seed17_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.012163755594017399558
jpetstore,stage2,18,reverse_balance_0.05,,achieved,0,seed18_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.02_3,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.050000000000000002776,0.011343184780135299322
jpetstore,stage2,18,reverse_balance_0.10,,achieved,0,seed18_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.02_3,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,,0.011343184780135299322,0.18350341907227391003,,False,False,0.011343184780135299322,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.011343184780135299322
jpetstore,stage2,18,reverse_balance_0.20,,achieved,0,seed18_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.012163755594017399558
jpetstore,stage2,18,reverse_balance_0.30,,achieved,0,seed18_solution002,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43669257735101352225,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.9083333333333332149,0.11785113019775790566,,0.012163755594017399558,0.42264973081037410241,,False,False,0.012163755594017399558,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.012163755594017399558
jpetstore,stage2,19,reverse_balance_0.05,,achieved,0,seed19_solution001,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.44063709800335310041,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.8166666666666664298,0.11785113019775790566,,0.0032409099371815000903,0.42264973081037410241,,False,False,0.0032409099371815000903,,False,False,0.44206980643194632163,0.20412414523193139759,,0.050000000000000002776,0.0032409099371815000903
jpetstore,stage2,19,reverse_balance_0.10,,achieved,0,seed19_solution001,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.44063709800335310041,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.8166666666666664298,0.11785113019775790566,,0.0032409099371815000903,0.42264973081037410241,,False,False,0.0032409099371815000903,,False,False,0.44206980643194632163,0.20412414523193139759,,0.10000000000000000555,0.0032409099371815000903
jpetstore,stage2,19,reverse_balance_0.20,,achieved,0,seed19_solution001,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.44063709800335310041,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.8166666666666664298,0.11785113019775790566,,0.0032409099371815000903,0.42264973081037410241,,False,False,0.0032409099371815000903,,False,False,0.44206980643194632163,0.20412414523193139759,,0.2000000000000000111,0.0032409099371815000903
jpetstore,stage2,19,reverse_balance_0.30,,achieved,0,seed19_solution001,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.44063709800335310041,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.11785113019775790566,0.25185185185185182677,4.8166666666666664298,0.11785113019775790566,,0.0032409099371815000903,0.42264973081037410241,,False,False,0.0032409099371815000903,,False,False,0.44206980643194632163,0.20412414523193139759,,0.29999999999999987788,0.0032409099371815000903
